,abstract/snippet,lead_paragraph,headline,keywords,pub_date,document_type,section_name,type_of_material
0,A Ukrainian-Russian developer says he hired the former New York mayor Rudolph W. Giuliani to lobby. Mr. Giuliani says he never lobbied the U.S. government.,"WASHINGTON — More than two years ago, Pavel Fuks, a wealthy Ukrainian-Russian developer looking for ways to attract more investment from the United States to his hometown, Kharkiv, Ukraine, enlisted an especially well-connected American to help him: Rudolph W. Giuliani.",Ukraine Role Focuses New Attention on Giuliani’s Foreign Work,"United States International Relations;United States Politics and Government;Lobbying and Lobbyists;Giuliani, Rudolph W;Trump, Donald J;Zelensky, Volodymyr;Poroshenko, Petro Olekseyevich;Kharkiv (Ukraine)",2019-07-01,article,U.S.,News
0,"An outpouring of celebration, and a demand for change, 50 years after Stonewall.","Parades to celebrate gay pride were held around the world this weekend, commemorating the 50th anniversary of the Stonewall uprising in New York.","A Global Gay Pride Weekend, in Photos","Homosexuality and Bisexuality;Parades;Demonstrations, Protests and Riots",2019-07-01,article,World,News
0,"The idea taking shape inside the Trump administration would amount to negotiating a nuclear freeze that essentially enshrines the status quo, tacitly accepting the North as a nuclear power.","SEOUL, South Korea — From a seemingly fanciful tweet to a historic step into North Korean territory, President Trump’s largely improvised third meeting on Sunday with Kim Jong-un, the North Korean leader, was a masterpiece of drama, the kind of made-for-TV spectacle that Mr. Trump treasures.","In New Talks, U.S. May Settle for a Nuclear Freeze by North Korea","North Korea;Trump, Donald J;Kim Jong-un;ARMS CONTROL AND LIMITATION AND DISARMAMENT;United States International Relations;Nuclear Weapons;United States",2019-07-01,article,World,News Analysis
0,"The turboprop airplane crashed into a hangar at Addison Airport, killing eight passengers and two crew members.","Ten people were killed when an airplane crashed and burst into flames shortly after taking off from an airport in Addison, Tex., local officials said.",Fiery Plane Crash Kills 10 People in Texas,"Aviation Accidents, Safety and Disasters;AIRLINES AND AIRPLANES;Deaths (Fatalities);AIRPORTS;Texas",2019-07-01,article,U.S.,News
0,Fellow Berkeley public school students remember the early days of the integration effort: “We were all just kids trying to figure it out on our own.”,"BERKELEY, Calif. — In 1967, the superintendent of the Berkeley, Calif., school district had resolved to desegregate the city schools. “We will set an example for all the cities of America,” he wrote in a report called “Integration: A Plan for Berkeley,” which he presented to the Berkeley Board of Education. “The children of Berkeley will grow in a community where justice is part of their pattern of life,” the report stated.",Kamala Harris and Classmates Were Bused Across Berkeley. The Experience Changed Them.,"Segregation and Desegregation;Race and Ethnicity;Harris, Kamala D;Berkeley (Calif);Blacks;Black People;Presidential Election of 2020",2019-07-01,article,U.S.,News
0,"As summer heats up, here are some ways to keep cool at home.","Welcome to the Smarter Living newsletter! Every Monday, we email readers with tips and advice for living a better, more fulfilling life. Sign up here to get it in your inbox.",5 Cheap(ish) Things to Keep Your Bedroom Cool,,2019-07-01,article,Smarter Living,News
0,"Quotation of the Day for Monday, July 1, 2019.","“There is much to celebrate today, and still so much to fight for.”","Quotation of the Day: A Prism of Pride and Revelry, Born 50 Years Ago",,2019-07-01,article,Today’s Paper,Quote
0,"No corrections appeared in print on Monday, July 1, 2019.","No corrections appeared in print on Monday, July 1, 2019.","Corrections: July 1, 2019",,2019-07-01,article,Corrections,News
0,"A resumption of negotiations between Washington and Beijing lifted markets. Still, many doubt the two sides can reach a deal anytime soon.","Shares in technology companies led Wall Street stocks higher on Monday, with global investors buoyed by a thaw in the trade dispute between the United States and China even as prospects for a long-term deal remained uncertain.","S&P and Dow Follow Global Markets Higher, as Investors Take Heart in Trade Thaw",International Trade and World Market;Economic Conditions and Trends;Stocks and Bonds;China;Gold;United States Politics and Government;Group of Twenty,2019-07-01,article,Business Day,News
0,Mr. Trump became the first sitting American commander in chief to set foot in the reclusive country.,Good Monday morning. Here are some of the stories making news in Washington and politics today.,On Politics: Trump Visits North Korea,"United States Politics and Government;Trump, Donald J;Korean Demilitarized Zone",2019-07-01,article,U.S.,News
0,Here’s what you need to know.,(Want to get this briefing by email? Here’s the sign-up.),"North Korea, Hong Kong, Gay Pride: Your Monday Briefing",,2019-07-01,article,Briefing,briefing
0,"Novak Djokovic, Naomi Osaka and Venus Williams are among those in action on the first day of the tournament.","Djokovic, the defending men’s singles champion, will open play on Centre Court at 8 a.m. Eastern. Djokovic, the No. 1 seed, has won 10 of his 12 previous matches against Kohlschreiber, a 35-year-old German. But Kohlschreiber beat Djokovic at the Indian Wells tournament this year. If Kohlschreiber can use his varied shot selection to find Djokovic’s weaknesses early in the match, he may have a chance before Djokovic’s physical stamina can overwhelm him in the best-of-five-set format.",What to Watch Monday at Wimbledon,"Tennis;Wimbledon Tennis Tournament;Auger-Aliassime, Felix (2000- );Anderson, Kevin (1986- );Gauff, Cori (2004- );Herbert, Pierre-Hugues (1991- );Kohlschreiber, Philipp;Osaka, Naomi (1997- );Pospisil, Vasek;Putintseva, Yulia (1995- );Williams, Venus",2019-07-01,article,Sports,News
0,Is it still pretending if everyone can see through it?,"Good therapists (does Dr. Reisman still count?) will sometimes tell you that the reason we all fall into patterns, making the same mistakes over and over, is because the pain we’ve experienced in the past drives us to recreate the situation that caused it — so we can fix it. The subconscious wants a do over. It’s why we “marry” our fathers and mothers. It’s why we become them, and then realize we’re becoming them, and then fight so hard against becoming them.","‘Big Little Lies’ Season 2, Episode 4 Recap: Unhinged",Television;Big Little Lies (TV Program);Home Box Office,2019-07-01,article,Arts,Review
0,"Barty’s rise to No. 1 has been sudden — just 12 weeks in the top 10 before reaching the top spot, the fewest ever for a top-ranked woman.","WIMBLEDON, England — Asked about her readiness for Wimbledon, where on Tuesday she will play her first match as the No. 1 seed, Ashleigh Barty used her preferred first-person plural pronouns.","As Wimbledon Begins, Ashleigh Barty Is on Top of the World","Tennis;Wimbledon Tennis Tournament;Barty, Ashleigh;Australia",2019-07-01,article,Sports,News
0,Sarah Jessica Parker’s comedy series returns for a fourth season. And the original “Veronica Mars” lands on Hulu ahead of a reboot.,"DIVORCE 10 p.m. on HBO; stream on HBO platforms. When this pitch-black comedy about the aftermath of a messy divorce debuted in 2016, critics gave it mixed reviews. Some found it too painful to enjoy, and the characters weren’t exactly a likable bunch. But its second season showed signs of improvement, mostly because we saw better sides of Frances (Sarah Jessica Parker) and Robert (Thomas Haden Church) as they moved on to different partners. In Season 3 (spoiler alert!), tensions rise as Robert’s wedding draws closer and he and Frances butt heads over their parenting styles. On the sidelines, Diane (Molly Shannon) searches for independence while her husband sits in prison, and Dallas (Talia Balsam) wrestles with a midlife crisis. Writing in The New York Times, James Poniewozik said the show isn’t “going to reinvent the breakup comedy or the HBO comedy. Its goal is more modest and midlife-appropriate: to tell one more story of two people trying to reinvent themselves.”",What’s on TV Monday: ‘Divorce’ and ‘Veronica Mars’,Movies;Television,2019-07-01,article,Arts,News
0,"After hours of protesting in Hong Kong, demonstrators broke into the Legislative Council chambers on Monday. They were later cleared out by riot police who charged the crowd and used tear gas.","After hours of protesting in Hong Kong, demonstrators broke into the Legislative Council chambers on Monday. They were later cleared out by riot police who charged the crowd and used tear gas.",Hong Kong Protests: Police Crack Down on Demonstrators,"Hong Kong;Lam, Carrie (1957- );Police Brutality, Misconduct and Shootings;Hong Kong Protests (2019)",2019-07-01,multimedia,World,Video
0,It goes beyond propaganda.,"Cecilia Zhang is the sort of Chinese person who you might think would be sympathetic to the protesters in Hong Kong. She went to a prestigious American university, gets her news from foreign media and has no plan to move back to the mainland from Hong Kong, where she has worked in the financial industry for the past four years. ",Why Many in China Oppose Hong Kong’s Protests,Hong Kong;China;Politics and Government;Economic Conditions and Trends;Propaganda;Human Rights and Human Rights Violations;Communist Party of China;Hong Kong Protests (2019),2019-07-01,article,Business Day,News
0,Courtesy titles and postage stamps are among the things no longer required at the All England Club.,"WIMBLEDON, England — Wimbledon’s 133rd championships begin on Monday at the All England Club, and there are many modern additions. There will be displays about new sustainability initiatives, a retractable roof above No. 1 Court, even voting on Wi-Fi-connected apps to determine which matches will be shown on the big screen facing the fans sitting on Henman Hill.","Wimbledon, Wedded to Tradition, Steps Into the Present","Wimbledon Tennis Tournament;Women and Girls;ALL ENGLAND CLUB;Williams, Venus;Williams, Serena;England",2019-07-01,article,Sports,News
0,"Hindus and Muslims have long sparred over a few barren acres in the city of Ayodhya. But since Prime Minister Narendra Modi’s commanding election win, Hindus feel a new optimism.","AYODHYA, India — The barefooted pilgrims passed by watchtowers, checkpoints and walls topped with barbed wire. They emptied their pockets, stepped through four metal detectors and lined up, single file, to enter a path enclosed by a narrow cage.","Under Modi, Hindus Find Hope for a Temple on Disputed Speck of Land","Bharatiya Janata Party;Modi, Narendra;Ayodhya (India);Mosques;Hinduism;Muslims and Islam;Supreme Court of India",2019-07-01,article,World,News
0,Will the nation’s largest urban network of speed cameras make the city safer or “one big speed trap?”,[What you need to know to start the day: Get New York Today in your inbox.],"2,000 Cameras Will Be Watching How You Drive in New York City","Cameras;Traffic Accidents and Safety;Speed Limits and Speeding;Roads and Traffic;Transportation Alternatives;Gounardes, Andrew S;Trottenberg, Polly;New York City",2019-07-01,article,New York,News
0,"A new forensic technique sailed through its first test in court, leading to a guilty verdict. But beyond the courtroom, a battle over privacy is intensifying.","EVERETT, Wash. — It has been used to identify more than 40 murder and rape suspects in cases as much as a half-century old. It has led to guilty pleas and confessions, including in one case where another man was convicted of the crime. ",Genealogy Sites Have Helped Identify Suspects. Now They’ve Helped Convict One.,"Genealogy;Genetics and Heredity;Forensic Science;DNA (Deoxyribonucleic Acid);Murders, Attempted Murders and Homicides;Family Tree DNA;GEDMatch;Parabon NanoLabs Inc;Everett (Wash);Snohomish County (Wash)",2019-07-01,article,U.S.,News
0,"While negotiators press toward a deal to withdraw U.S. troops, the Taliban set off bombs that wrecked a museum, TV station and a school in Kabul, Afghanistan.","KABUL, Afghanistan — A complex Taliban attack including a car-bombing and militant assault killed at least 40 people in Kabul on Monday, badly damaging a private war museum, an adjoining television station and a primary school, hurting dozens of children, officials said.",Bombing Kills Dozens and Hurts Schoolchildren as Taliban Talks Resume,"Afghanistan War (2001- );Civilian Casualties;Museums;State Department;Taliban;AFGHANISTAN;OMAR Mine Museum (Kabul, Afghanistan);Kabul (Afghanistan)",2019-07-01,article,World,News
0,"For one patient, a decade of recovery took determination, persistence and the courage to weather repeated setbacks.","Strange as it may seem, the stroke Ted Baxter suffered in 2005 at age 41, leaving him speechless and paralyzed on his right side, was a blessing in more ways than one. Had the clot, which started in his leg, lodged in his lungs instead of his brain, the doctors told him he would have died from a pulmonary embolism.",Reversing the Damage of a Stroke,Stroke;Therapy and Rehabilitation;Brain,2019-07-01,article,Well,News
0,“We have to take those elements of this new culture that’s been forced upon us and use that to recreate a culture for ourselves.”,“We have to take those elements of this new culture that’s been forced upon us and use that to recreate a culture for ourselves.”,"Dapper Dan on Creating Style, Logomania and Working With Gucci","Fashion and Apparel;Day, Daniel (Dapper Dan);Rap and Hip-Hop;Blacks;Black People;Logos;Gucci;Fendi SpA",2019-07-01,multimedia,Magazine,Interactive Feature
0,Forecasting is tricky when important economic indicators are pointing in different directions.,One of the hard things about projecting how the economy will evolve in the coming months is that two different sides of it are sending completely opposite signals.,Consumers Are Spending. Businesses Aren’t. Who’s Right About the Future?,Economic Conditions and Trends;Consumer Behavior;Recession and Depression;United States Economy;Consumer Confidence (Economic Indicator);Federal Reserve System;Interest Rates,2019-07-01,article,The Upshot,News
0,"“The evidence shows that what makes sports really fun for kids is trying hard, making progress, being a good sport, experiencing positive coaching,” a doctor of sports medicine said.","A new clinical report on organized sports for children, preadolescents and adolescents from the American Academy of Pediatrics keeps coming back to the question of fun.",Keeping the Fun in Children’s Sports,Athletics and Sports;Children and Childhood;Sports Injuries;Parenting;Exercise;Coaches and Managers;AMERICAN ACADEMY OF PEDIATRICS;Research,2019-07-01,article,Well,News
0,"The bad boys of rock ‘n’ roll are back on tour, sponsored by a group whose members see Stones fans as prime targets for a financial product geared toward retirement.","So it’s come to this: surgery, deferred annuities and rock ’n’ roll.",The Rolling Stones Know What You Need: An Annuity,"Rolling Stones;ANNUITIES;Pop and Rock Music;Social Security (US);Elderly;Pensions and Retirement Plans;Richards, Keith;ADVERTISING AND MARKETING;Jagger, Mick;Alliance for Lifetime Income;Personal Finances",2019-07-01,article,Business Day,News
0,"Mr. Sorrell quit WPP, the advertising colossus he built from scratch, amid an “allegation of personal misconduct” that was never proved. Now, at 74, he is diving into an unplanned last act.","Martin Sorrell has often scoffed at the notion that revenge is now part of his business strategy. But he must have relished a payback-is-sweet moment last July, when his new company, S4 Capital, announced that it had closed its first deal.",Martin Sorrell Wants to Build a New Ad Empire. Please Don’t Call It Revenge.,"Sorrell, Martin;S4 Capital;MediaMonks BV;WPP;ADVERTISING AND MARKETING;Mergers, Acquisitions and Divestitures;London (England)",2019-07-01,article,Business Day,News
0,"Do you really need a bar cabinet? Yes, if you want to enjoy your own parties.","A piece of furniture dedicated solely to drinks might seem like an extravagance. But when it comes to entertaining, a well-functioning bar cabinet can be useful for both host and guests.",Shopping for Bar Cabinets,Real Estate and Housing (Residential);Interior Design and Furnishings;Furniture;Design,2019-07-01,article,Real Estate,News
0,"Huawei is the top threat to American dominance in wireless technology. And the U.S. is woefully, even disgracefully, behind.","In an impromptu question-and-answer session late last month at the White House, President Trump was asked about the nation’s efforts to block Huawei, the Chinese telecommunications company, from doing business in the United States and with our allies around the globe.",What Trump’s Huawei Reversal Means for the Future of 5G,"5G (Wireless Communications);Radio Spectrum;United States Politics and Government;Wireless Communications;Innovation;Huawei Technologies Co Ltd;Defense Department;Trump, Donald J;Xi Jinping;China;Telefonaktiebolaget L M Ericsson;Nokia Oyj;Blacklisting",2019-07-01,article,Business Day,News
0,"‘One country, two systems’ was Beijing’s pledge when it took back a former British colony. But concerns over civil liberties are mounting.","Promises are the currency of power. In this series, The Times is going back to the scene of major news events to see how well they have been kept.","On Hong Kong Handover Anniversary, Many Fear Loss of Freedoms","Hong Kong;China;Great Britain;Politics and Government;Freedom of Speech and Expression;Demonstrations, Protests and Riots;Lam, Carrie (1957- );Human Rights and Human Rights Violations;Extradition;Communist Party of China",2019-07-01,article,World,News
0,"Surfboard-packed waves, New York City views and fish tacos galore, all just a subway (or ferry) ride from Manhattan.","It’s been seven years since Hurricane Sandy decimated this barrier peninsula on the southern edge of Queens, tearing the boardwalk from its moorings and scattering debris across the peninsula. But as the scars heal, the working-class neighborhood of Rockaway Beach has transformed from one of the city’s best-kept secrets to a destination beach town, where the D.F.D.’s (“down for the day” in local speak) are packed towel to towel along the expansive shoreline. The weekend A train (yes, this beach is subway-accessible) is often packed with sandy chairs and surfboards, while beach-bag-toting Manhattanites line Pier 11 in the Financial District waiting for a ferry. Indeed, the once-grungy surf town is now a cocktail of bohemia and gentrification, where the urban buzz can feel both immediate and worlds away.","36 Hours in Rockaway Beach, Queens","Surfing;Travel and Vacations;Rockaway Beach (Queens, NY)",2019-07-01,article,Travel,News
0,Nora Keegan noticed that dryers tended to be closer to children’s ears. So she set out on a study that was eventually published in a medical journal in Canada.,Do hand dryers pose a threat to children’s hearing?,Do Hand Dryers Hurt Kids’ Hearing? This 13-Year-Old Studied It,"Ears and Hearing;Children and Childhood;Noise;Canada;Bathrooms and Toilets;Canadian Paediatric Society;Keegan, Nora",2019-07-01,article,U.S.,News
0,The restored Flight Center is a theme park for a fantasy version of 1962.,The restored Flight Center is a theme park for a fantasy version of 1962.,Checking Out the TWA Hotel,"Hotels and Travel Lodgings;AIRPORTS;Travel and Vacations;Trans World Airlines (TWA);Saarinen, Eero;TWA Hotel (Jamaica, Queens, Hotel)",2019-07-01,multimedia,Travel,Slideshow
0,"A grand jury revived the case against the actor, who was accused of staging a hate crime against himself before prosecutors dropped the charges last year. Here’s a look at the evidence.","Updated Feb. 11, 2020",Jussie Smollett Case: What Do We Know?,"Police Department (Chicago, Ill);Foxx, Kim;Johnson, Eddie (Chicago, Ill, Police Officer);Osundairo, Abimbola;Osundairo, Olabinjo;Smollett, Jussie (1983- );Chicago (Ill);Cook County (Ill);Empire (TV Program);Hoaxes and Pranks;Hate Crimes;Homosexuality and Bisexuality",2019-07-01,article,Arts,News
0,"Amazon passed on it, and few travelers stop there, but New York City’s most diverse borough has sights worth seeing and restaurants that put it at the center of the city’s foodie universe.","The $3.50 kebab was supposed to be a stopgap measure, a placeholder for a lunch that would have to wait until after an appointment in Manhattan. ","A Whirlwind, Round-the-World Food Tour of Queens","Food;Budget Travel;Travel and Vacations;Queens (NYC);Elmhurst (Queens, NY);Jackson Heights (Queens, NY);Astoria (Queens, NY);Long Island City (Queens, NY);Flushing (Queens, NY)",2019-07-01,article,Travel,News
0,"Our architecture critic finds not quite enough polish at the new hotel in Eero Saarinen’s 1962 TWA Flight Center, despite glamour to spare.","Within the first couple of weeks there were half a dozen marriage proposals. Guys dropping to their knees in the Sunken Lounge and on the cantilevered catwalk — popping the question on the Solari split-flap departure board or in “Connie,” the 1958 TWA Lockheed Constellation Starliner parked outside on the roof of a new underground conference center, the plane’s fuselage converted into a 60’s-era cocktail lounge.",Martinis at the Bar. Sinatra on Repeat. The TWA Hotel Sells a Jet-Age Fantasy.,"ARCHITECTURE;TWA Hotel (Jamaica, Queens, Hotel);Hotels and Travel Lodgings;Historic Buildings and Sites;Beyer Blinder Belle;Trans World Airlines (TWA);Saarinen, Eero;Queens (NYC);MORSE, TYLER;AIRLINES AND AIRPLANES;Kennedy International Airport (Queens, NY)",2019-07-01,article,Travel,News
0,"Monday: A judge has halted New York's plan to turn the busy crosstown route into a transit corridor mainly for buses, trucks and emergency vehicles.", [Want to get New York Today by email? Here’s the sign-up.],Fewer Cars on 14th Street? Not Just Yet,"New York City;Automobiles;Buses;Metropolitan Transportation Authority;Saviello, Michael;Art;Transportation",2019-07-01,article,New York,briefing
0,Here’s what you need to know.,(Want to get this briefing by email? Here’s the sign-up.),"North Korea, Hong Kong, N.B.A.: Your Monday Briefing",,2019-07-01,article,Briefing,briefing
0,Mr. Buttigieg’s $24.8 million second-quarter total is the latest evidence that he has gone from a long shot to a serious candidate for the nomination in a matter of months.,"WASHINGTON — When Pete Buttigieg’s top fund-raisers gathered in Miami Beach to watch the first Democratic debate last week, those in attendance included corporate executives, Chelsea Clinton’s wedding planner and a 19-year-old who had started a viral Facebook page supporting the South Bend, Ind., mayor’s presidential campaign.","Big Donors, Small Donors: Pete Buttigieg Has Courted Them All — Successfully","Buttigieg, Pete (1982- );Presidential Election of 2020;Campaign Finance;United States Politics and Government",2019-07-01,article,U.S.,News
0,"Despite efforts to introduce movies from other cultures, Bollywood remains the primary choice for the country’s moviegoers.","The terrible costs of the conflict between India and Pakistan — regional instability, militarization and economic disruption — make global headlines. ",Why Can’t Pakistan Afford to Ban Indian Movies?,"Movies;Politics and Government;Censorship;Jaish-e-Muhammad;Khan, Shahrukh;Musharraf, Pervez;Pakistan;Kashmir and Jammu (India);India",2019-07-01,article,Opinion,Op-Ed
0,"Believers have a spiritual obligation to defend their L.G.B.T.Q. brothers and sisters, even against archbishops.","NASHVILLE — On June 26, 2015, I was standing on the sidewalk in front of the United States Supreme Court building with my husband and two of our sons. We were all waving flags emblazoned with an equal sign, gifts from a stranger waiting for the court to hand down a decision in Obergefell v. Hodges, a case widely expected to decide the future of same-sex marriage in this country.",How to Defy the Catholic Church,"Same-Sex Marriage, Civil Unions and Domestic Partnerships;Teachers and School Employees;Religion-State Relations;Indianapolis (Ind);Roman Catholic Church;Private and Sectarian Schools",2019-07-01,article,Opinion,Op-Ed
0,"They pay lip service to it, but they actively try to undermine its institutions.","A number of observers, myself included, have written pieces in recent years arguing that the Republican Party is no longer simply trying to compete with and defeat the Democratic Party on a level playing field. Today, rather than simply playing the game, the Republicans are simultaneously trying to rig the game’s rules so that they never lose.",Do the Republicans Even Believe in Democracy Anymore?,"United States Politics and Government;Republican Party;Levitsky, Steven;Ziblatt, Daniel;Trump, Donald J",2019-07-01,article,Opinion,Op-Ed
0,"Everywhere and nowhere, he works to keep Visa at the center of the global financial system — and out of political disputes.",Visa is one of those companies that are both everywhere and nowhere at once.,Al Kelly of Visa on the Reagan White House and the Politics of Guns,"Credit Cards;Kelly, Alfred F Jr",2019-07-01,article,Business Day,News
0,“Safe and sanitary” conditions are legally required for detained migrant children. Reports from a Texas border station set off an outcry that those standards weren’t being met.,Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher,"Inside the Migrant Detention Center in Clint, Tex.",Immigration Detention;Illegal Immigration;Immigration and Emigration;Customs and Border Protection (US);Health and Human Services Department;Child Abuse and Neglect;Children and Childhood;Clint (Tex),2019-07-01,article,Podcasts,News
0,"Unless the company makes changes to its encryption and retention policies, using Slack could put your data at risk.","Slack is one of many Silicon Valley unicorns going public this year, but it’s the only one that has admitted it is at risk for nation-state attacks. In the S-1 forms filed with the Securities and Exchange Commission, Uber, Lyft, Pinterest and Snapchat addressed threats that could lower the price of their stock — including malware, phishing, disgruntled employees and denial-of-service attacks — but only Slack explicitly highlighted “nation-states” as a potential threat. ",What if All Your Slack Chats Were Leaked?,Computer Security;Cyberattacks and Hackers;Slack Technologies Inc,2019-07-01,article,Opinion,Op-Ed
0,"Tehran also signaled that it now intends to enrich its nuclear fuel stockpile to a purer level, a provocative action that could move the country closer to being able to use the fuel for a weapon.",WASHINGTON — Iran on Monday violated a key provision of the 2015 international accord to restrict its nuclear program and signaled that it would soon breach another as it seeks more leverage in its escalating confrontation with the United States.,Iran Breaches Critical Limit on Nuclear Fuel Set by 2015 Deal,"Iran;Nuclear Weapons;Cyberwarfare and Defense;Embargoes and Sanctions;United States International Relations;Defense and Military Forces;United States Politics and Government;Uranium;Stockpiling;Rouhani, Hassan;Trump, Donald J;Zarif, Mohammad Javad",2019-07-01,article,U.S.,News
0,"Drivers will no longer face fines for entering a designated downtown area, a reversal that many attribute to an increasingly polarized political environment in Spain.",MADRID — Local governments across Europe have spent more than a decade introducing laws that restrict vehicle access to the central areas of many cities in an effort to improve air quality for residents and visitors alike.,"As Cities Limit Traffic Pollution, Madrid Reverses a Driving Ban",Politics and Government;Fuel Emissions (Transportation);Greenhouse Gas Emissions;Fuel Efficiency;Madrid (Spain);Roads and Traffic;Environment,2019-07-01,article,World,News
0,"Suspending a ban on U.S. sales to the technology giant could be good news for the Chinese company, but it underlines flaws in Washington’s strategy.",Good Monday. (Was this email forwarded to you? Sign up here.),DealBook Briefing: Trump Gives Huawei a Breather. Sort of.,United States International Relations;International Trade and World Market;5G (Wireless Communications);Huawei Technologies Co Ltd,2019-07-01,article,Business Day,News
0,Schiaparelli Fall 2019 Couture Collection.,Schiaparelli Fall 2019 Couture Collection.,Schiaparelli: Fall 2019,"Couture Fashion Week;Schiaparelli, Elsa, SAS;Fashion Shows;Fashion and Apparel;Couture (Fashion)",2019-07-01,multimedia,Fashion & Style,Slideshow
0,A fascinating new poll of Democratic donors.,This article is part of David Leonhardt’s newsletter. You can sign up here to receive it each weekday.,The Vulnerability of Biden (and Bernie),"Campaign Finance;Presidential Election of 2020;Polls and Public Opinion;Voting and Voters;Primaries and Caucuses;Global Warming;Health Insurance and Managed Care;Democratic Party;Biden, Joseph R Jr;Buttigieg, Pete (1982- );Harris, Kamala D;Sanders, Bernard;Warren, Elizabeth",2019-07-01,article,Opinion,Op-Ed
0,A day commemorating Hong Kong’s handover to China took an ominous turn as one group of demonstrators stormed the territory’s legislature.,Daylong demonstrations on Monday in Hong Kong drew hundreds of thousands of people and culminated in heavy damage to the building that houses the territory’s Legislative Council. ,Photos of Destruction and Debate in the Hong Kong Protests,"Lam, Carrie (1957- );Wong, Joshua (1996- );Hong Kong;Hong Kong Protests (2019)",2019-07-01,article,World,News
0,Ulyanna Sergeenko Fall 2019 Couture Collection.,Ulyanna Sergeenko Fall 2019 Couture Collection.,Ulyanna Sergeenko: Fall 2019,"Fashion Shows;Couture Fashion Week;Fashion and Apparel;Couture (Fashion);Sergeenko, Ulyana (1981- )",2019-07-01,multimedia,Fashion & Style,Slideshow
0,"Every month, subscription streaming services add a new batch of titles to their libraries. Here are the ones we think are most interesting for July.",Watching is The New York Times’s TV and film recommendation website. Sign up for our twice-weekly newsletter here.,"The Best Movies and TV Shows New to Netflix, Amazon and More in July","Television;Movies;Documentary Films and Programs;AMAZON.COM INC;Home Box Office;Hulu.com;Netflix Inc;Four Weddings and a Funeral (TV Program);Harlots (TV Program);Stranger Things (TV Program);Veronica Mars (TV Program);Share (Movie);The Boys (TV Program);Orange Is the New Black (TV Program);Unmasking Jihadi John (Movie);I Love You, Now Die: The Commonwealth Vs. Michelle Carter (Movie);The Great Hack (Movie)",2019-07-01,article,Arts,News
0,President Trump’s elder daughter used a G20 summit and then the Demilitarized Zone to test her role as budding stateswoman for the administration.,"Set against a tense, eerie silence in the landmine-riddled mountains separating South and North Korea, the Demilitarized Zone may be the highest-stakes negotiation site on earth. It’s not the sort of place for mistakes.",Ivanka Trump Tests Her Diplomatic Chops and Riles a Legion of Critics,"Trump, Ivanka;United States International Relations;United States Politics and Government;Group of Twenty;Trump, Donald J;Lagarde, Christine;May, Theresa M;ABE, SHINZO;Kushner, Jared;Korean Demilitarized Zone;North Korea",2019-07-01,article,U.S.,News
0,“Cracked Rear View” catapulted the band to superstardom. But the group made great music long before — and after — anyone paid attention.,"It’s almost the 25th anniversary of “Cracked Rear View,” Hootie & the Blowfish’s major label debut, one of the top-selling albums of all time. Despite its impressive sales, it has been largely shrugged off by critics and historians as a blip in the marketplace.",The Unexpectedly Deep Musical Roots of Hootie & the Blowfish,Pop and Rock Music;Hootie and the Blowfish (Music Group),2019-07-01,article,Arts,News
0,"Monday: A debate about tech, surveillance and privacy. Also: Gov. Gavin Newsom’s first budget; and cheers to Negronis.",Good morning.,San Francisco Banned Facial Recognition. Will California Follow?,,2019-07-01,article,U.S.,briefing
0,"New data leave little doubt that the illegal ivory trade has reached the country, scientists say.","In September, conservationists in Botswana discovered 87 dead elephants, their faces hacked off and tusks missing. Poaching, the researchers warned, was on the rise. ","Poachers Are Invading Botswana, Last Refuge of African Elephants",your-feed-science;Poaching (Wildlife);Elephants;Ivory;Conservation of Resources;Current Biology (Journal);Environmental Investigation Agency;Botswana;AFRICA;Zambia,2019-07-01,article,Science,News
0,"Dominique Meyer, the head of the Vienna State Opera, will take over at the storied Italian institution in 2021.","The head of Vienna’s State Opera will take over the Teatro alla Scala in Milan starting in 2021, the Italian opera house confirmed in an email on Monday.",La Scala Opera Chooses New Leader,"Opera;Music;La Scala Opera House (Milan, Italy);Vienna State Opera;Meyer, Dominique;Pereira, Alexander;Italy",2019-07-01,article,Arts,News
0,"The 20-year-old “Old Town Road” rapper pointed to the lyrics of “c7osure,” a song off his new EP, as confirmation of his sexuality.",Lil Nas X thought he had made it obvious.,Lil Nas X Comes Out on Last Day of Pride Month,Music;Rap and Hip-Hop;Homosexuality and Bisexuality;Lil Nas X (Rapper);Social Media;c7osure (Song),2019-07-01,article,Arts,News
0,Iris Van Herpen Fall 2019 Couture Collection.,Iris Van Herpen Fall 2019 Couture Collection.,Iris Van Herpen: Fall 2019,"Fashion Shows;Couture Fashion Week;Fashion and Apparel;Couture (Fashion);van Herpen, Iris (1984- )",2019-07-01,multimedia,Fashion & Style,Slideshow
0,A local mayor said he had never seen anything like it. The Mexican Army also assisted in the cleanup.,"The photographs that emerged from western Mexico on Sunday looked more like scenes from a post-apocalyptic movie than an image of the last day of June: hills of white hailstones piled up on the streets, swallowing cars and blanketing the city in a jarring layer of ice.",Mexico Hailstorm Blankets Western Areas Under 3 Feet of Ice,Guadalajara (Mexico);Mexico;Ice;Weather,2019-07-01,article,World,News
